timestamp,x,y,z
2111541,0.12,0.06,0.12
2111643,0.12,0.12,0.24
2111746,0.12,0.12,0.18
2111848,0.24,0.12,0.31
2111951,0.24,0.12,0.18
2112053,0.24,0.12,0.24
2112156,0.12,0.12,0.18
2112258,0.12,0.18,0.24
2112360,0.24,0.06,0.18
2112462,0.18,0.12,0.24
2112565,0.12,0.12,0.18
2112667,0.12,0.12,0.24
2112770,0.12,0.12,0.24
2112873,0.31,0.12,0.24
2112975,0.37,0.06,0.18
2113077,0.0,0.12,0.18
2113180,0.12,0.12,0.24
2113282,0.18,0.12,0.18
2113384,0.06,0.18,0.24
2113487,0.12,0.06,0.12
2113589,0.06,0.18,0.24
2113692,0.18,0.06,0.18
2113794,0.12,0.12,0.18
2113897,0.24,0.06,0.18
2113999,0.24,0.12,0.24
2114102,0.12,0.12,0.24
2114204,0.06,0.12,0.18
2114307,0.0,0.12,0.18
2114409,0.18,0.12,0.24
2114512,0.18,0.06,0.18
2114614,0.18,0.12,0.18
2114716,0.18,0.12,0.18
2114819,0.31,0.12,0.24
2114922,0.12,0.12,0.24
2115025,0.06,0.06,0.18
2115127,0.12,0.12,0.18
2115230,0.24,0.06,0.24
2115333,0.0,0.12,0.37
2115436,-0.06,0.12,0.18
2115539,0.18,0.12,0.24
2115642,0.12,0.12,0.18
2115744,0.12,0.06,0.18
2115847,0.18,0.12,0.24
2115950,0.18,0.06,0.18
2116052,0.18,0.12,0.24
2116155,0.06,0.12,0.12
2116257,0.18,0.12,0.31
2116359,0.06,0.06,0.18
2116462,0.06,0.12,0.24
2116565,0.18,0.12,0.18
2116667,0.18,0.12,0.24
2116770,0.06,0.12,0.18
2116873,0.18,0.12,0.24
2116976,0.12,0.12,0.24
2117078,0.18,0.12,0.18
2117181,0.06,0.18,0.24
2117284,0.12,0.12,0.12
2117387,0.0,0.18,0.18
2117490,0.18,0.12,0.24
2117592,0.06,0.12,0.12
2117695,0.06,0.06,0.18
2117798,0.06,0.12,0.18
2117900,0.18,0.12,0.24
2118002,0.18,0.12,0.18
2118105,0.12,0.12,0.24
2118208,0.18,0.12,0.24
2118310,0.18,0.12,0.24
2118412,0.06,0.12,0.18
2118515,0.06,0.12,0.18
2118617,0.24,0.12,0.24
2118720,0.12,0.12,0.24
2118823,0.12,0.12,0.24
2118925,0.18,0.12,0.24
2119028,0.31,0.06,0.24
2119130,0.12,0.18,0.31
2119233,0.18,0.12,0.24
2119335,-0.06,0.12,0.18
2119437,-1.77,0.06,-0.61
2119540,2.62,-0.24,0.06
2119642,14.4,-0.98,1.95
2119745,3.05,0.37,1.65
2119847,-0.55,0.0,0.12
2119950,-0.37,0.24,0.43
2120053,-0.49,0.18,0.12
2120155,-0.06,0.12,0.24
2120258,0.49,-0.06,0.24
2120360,0.67,-0.18,-0.37
2120463,1.16,-0.06,0.06
2120566,-0.24,0.24,0.43
2120669,0.12,0.12,0.24
2120771,0.06,0.12,0.18
2120873,0.24,0.12,0.24
2120976,0.0,0.12,0.18
2121078,0.12,0.06,0.18
2121181,0.18,0.31,0.43
2121284,0.24,0.06,0.12
2121386,-0.06,0.18,0.24
2121488,0.18,0.12,0.18
2121591,0.06,0.12,0.18
2121693,0.18,0.12,0.24
2121796,0.18,0.12,0.24
2121899,0.18,0.12,0.24
2122002,0.06,0.12,0.18
2122104,0.24,0.06,0.24
2122206,0.12,0.12,0.18
2122308,0.18,0.12,0.18
2122411,0.12,0.12,0.18
2122513,0.18,0.12,0.24
2122615,0.24,0.06,0.18
2122718,0.18,0.12,0.24
2122821,0.18,0.12,0.18
2122923,0.12,0.12,0.24
2123026,0.12,0.12,0.12
2123128,0.49,0.06,0.24
2123231,0.12,0.12,0.12
2123333,0.12,0.12,0.24
2123436,0.24,0.12,0.24
2123539,0.06,0.12,0.24
2123641,0.24,0.12,0.31
2123744,0.24,0.12,0.24
2123846,0.12,0.06,0.24
2123948,-0.06,0.12,0.24
2124051,0.24,0.12,0.24
2124154,0.06,0.12,0.18
2124257,0.18,0.12,0.24
2124360,0.12,0.12,0.24
2124462,0.12,0.12,0.24
2124564,0.12,0.12,0.24
2124667,0.37,0.12,0.31
2124769,0.0,0.18,0.18
2124872,0.12,0.06,0.24
2124974,0.31,0.06,0.24
2125077,0.06,0.12,0.24
2125179,0.18,0.06,0.31
2125281,-34.73,26.43,-10.13
2125384,-77.7,16.36,-9.83
2125486,-3.85,11.54,-9.46
2125589,32.17,1.71,-11.05
2125691,41.14,-30.88,-2.08
2125794,-7.2,-46.14,3.6
2125897,-9.52,38.94,3.85
2125999,-122.86,98.45,193.12
2126102,-75.74,111.33,120.12
2126204,-3.85,77.76,-118.04
2126306,169.13,-242.68,-293.88
2126409,-223.45,147.77,82.7
2126512,9.22,-2.81,0.06
2126614,22.71,-11.66,-6.65
2126717,2.62,-1.46,-1.04
2126820,-0.67,0.61,0.61
2126922,-0.73,0.55,0.55
2127025,-0.18,0.31,0.18
2127127,-0.43,0.24,0.12
2127229,-0.49,0.37,0.43
2127332,-0.06,0.31,0.43
2127434,-0.24,0.24,0.37
2127537,-0.06,0.18,0.18
2127639,0.24,0.24,0.06
2127742,-0.18,0.24,0.24
2127844,-0.06,0.12,0.06
2127947,0.0,0.24,0.24
2128050,-0.12,0.06,0.18
2128152,0.0,0.18,0.06
2128255,0.06,0.18,0.31
2128357,-0.24,0.31,0.12
2128460,0.0,0.18,0.31
2128562,-3.48,0.12,-1.46
2128665,-1.95,0.43,-0.18
2128768,0.12,0.24,0.43
2128870,0.12,0.24,0.37
2128972,-0.18,0.31,0.31
2129075,0.0,0.06,0.06
2129177,0.73,0.06,0.06
2129280,0.0,0.18,0.31
2129382,0.31,0.18,0.18
2129485,0.31,0.06,0.12
2129587,0.0,0.18,0.24
2129690,0.24,0.06,0.12
2129793,0.12,0.12,0.12
2129895,0.06,0.12,0.12
2129998,0.31,0.12,0.18
2130100,0.12,0.06,0.18
2130203,0.06,0.12,0.06
2130305,-0.12,0.18,0.18
2130407,0.0,0.18,0.18
2130510,0.24,0.12,0.31
2130612,0.24,0.18,0.18
2130715,0.06,0.18,0.18
2130818,0.24,0.12,0.18
2130920,-0.06,0.24,0.24
2131023,0.18,0.12,0.12
2131125,-0.06,0.18,0.12
2131228,-0.06,0.24,0.31
2131331,0.12,0.12,0.18
2131434,-3.72,0.18,1.4
2131537,-1.89,2.81,2.87
2131639,2.01,0.73,1.65
2131742,0.79,-0.49,-0.24
2131845,-0.43,0.18,-0.24
2131948,0.18,0.12,0.37
2132050,0.37,0.06,0.24
2132153,0.0,0.18,0.18
2132255,0.0,0.18,-0.12
2132358,-0.43,0.31,-0.06
2132460,0.12,0.24,0.49
2132563,-0.12,0.12,0.37
2132666,0.0,0.37,0.06
2132769,3.05,-0.55,0.61
2132872,1.16,-0.06,0.61
2132974,-0.67,0.67,0.61
2133077,1.16,-0.06,0.18
2133179,0.12,0.31,0.31
2133282,-0.31,-0.24,-0.18
2133385,0.49,-0.24,-0.49
2133487,-0.79,0.49,0.49
2133590,0.55,-0.24,0.0
2133693,0.12,0.31,0.43
2133795,0.12,0.0,0.61
2133898,0.85,-0.24,0.06
2134001,-0.67,0.31,-0.06
2134104,1.83,0.12,0.18
2134206,3.78,-1.53,-2.2
2134309,-1.95,0.98,1.4
2134411,-0.98,0.12,-0.85
2134514,1.65,-1.16,-1.46
2134616,-2.93,1.59,0.92
2134719,0.79,0.43,1.28
2134821,-0.06,-0.06,0.0
2134924,0.0,0.06,0.24
2135026,0.61,0.12,0.18
2135129,-0.18,0.18,0.31
2135232,0.31,0.0,0.06
2135334,0.06,0.24,0.24
2135437,0.55,0.12,0.31
2135539,0.12,0.06,0.0
2135642,0.06,0.12,0.0
2135744,0.37,0.18,0.43
2135847,0.37,0.18,0.18
2135949,0.12,0.12,0.24
2136052,0.0,0.18,0.18
2136154,-0.92,0.12,0.0
2136257,0.49,0.12,0.55
2136360,-0.06,0.06,0.12
2136462,-0.43,0.24,0.31
2136565,5.07,-3.42,-1.46
2136668,4.76,-0.67,5.8
2136771,-2.14,0.37,-2.32
2136874,-0.43,0.55,1.1
2136976,0.49,0.0,0.0
2137079,-0.12,0.18,0.31
2137182,0.24,0.0,0.0
2137284,0.18,0.24,0.37
2137387,0.24,0.06,0.24
2137489,0.18,0.12,0.31
2137592,0.12,0.12,0.12
2137694,0.06,0.18,0.24
2137797,-0.67,0.31,0.31
2137900,0.18,-0.12,-0.37
2138003,-0.12,0.24,0.31
2138105,0.18,0.18,0.18
2138208,0.24,0.12,0.12
2138311,0.0,0.18,0.31
2138413,0.18,0.06,0.0
2138516,0.0,0.24,0.31
2138618,0.12,0.06,0.24
2138721,0.31,0.06,0.18
2138823,0.12,0.12,0.18
2138926,-0.12,0.24,0.24
2139028,-0.12,0.12,0.12
2139131,0.24,0.0,0.12
2139234,0.18,0.12,0.24
2139336,0.06,0.12,0.06
2139439,0.18,0.37,0.37
2139541,-0.12,0.24,0.06
2139644,0.24,0.06,0.06
2139747,0.12,0.0,0.06
2139849,0.61,0.0,0.0
2139952,-0.06,0.24,0.31
2140054,0.49,0.06,0.31
2140157,0.06,0.12,0.18
2140260,-0.31,0.06,0.06
2140362,0.24,0.06,0.24
2140464,0.06,0.12,0.31
2140567,0.31,0.12,0.37
2140669,0.12,0.12,0.12
2140772,0.12,0.12,0.18
2140875,0.18,0.06,0.18
2140977,0.12,0.12,0.12
2141080,0.18,0.12,0.24
2141182,0.12,0.12,0.18
2141285,0.12,0.0,0.06
2141387,0.31,0.06,0.12
2141490,0.06,0.18,0.24
2141592,0.06,0.12,0.24
2141695,0.12,0.12,0.18
2141797,0.24,0.12,0.12
2141900,0.24,0.12,0.24
2142002,0.12,0.12,0.18
2142106,0.12,0.12,0.18
2142208,0.12,0.18,0.18
2142311,0.06,0.12,0.24
2142414,-10.8,0.92,-5.0
2142516,-2.44,2.62,1.28
2142618,0.67,0.24,0.73
2142721,0.55,-0.12,0.0
2142823,0.0,0.12,0.18
2142926,0.06,0.06,0.18
2143028,0.06,0.06,0.24
2143130,0.18,0.06,0.31
2143233,0.12,0.12,0.18
2143336,0.12,0.18,0.18
2143439,0.24,0.12,0.24
2143541,0.12,0.12,0.24
